Country,Managed_By,Fulfill_Via,Shipment_Mode,Product_Group,Sub_Classification,Brand,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Videx EC,30,50,1183.5,23.67,0.79,Yes,2,330.0,1.89
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1440,10440.0,7.25,0.12,Yes,128,2147.61,20.46
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,6998,160954.0,23.0,23.0,Yes,4913,46117.09,315.47
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1000,80000.0,80.0,0.8,Yes,337,3499.18,156.8
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1000,71990.0,71.99,0.72,Yes,296,2648.82,115.18
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Genie,40,862,65512.0,76.0,1.9,Yes,963,25080.52,128.4
Nigeria,PMO - US,Direct Drop,Air,ARV,Adult,Atripla,30,5900,297360.0,50.4,1.68,Yes,493,1727.2,475.78
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,5500,395945.0,71.99,0.72,Yes,1624,12646.15,776.05
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,6156,14774.4,2.4,0.04,Yes,1044,3854.23,28.96
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,150,10800.0,72.0,0.72,Yes,46,2946.64,21.17
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Videx EC,30,50,917.0,18.34,0.61,Yes,2,378.0,1.8
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,3510,80730.0,23.0,23.0,Yes,2535,20083.74,158.23
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,839,26848.0,32.0,1.6,Yes,284,3261.37,52.62
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,5259,420720.0,80.0,0.8,Yes,1584,22775.45,824.61
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,1062,33984.0,32.0,1.6,Yes,355,4457.29,66.61
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,213,15336.0,72.0,0.72,Yes,64,1083.36,30.06
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,336,2520.0,7.5,0.12,Yes,18,2525.73,4.94
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,386,27020.0,70.0,0.7,Yes,88,3936.25,52.96
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1470,60417.0,41.1,0.34,Yes,362,2490.67,118.42
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,20,7000.0,350.0,3.5,Yes,48,684.42,13.72
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,7500,600000.0,80.0,0.8,Yes,2215,17974.65,1176.0
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,54432,641753.28,11.79,0.2,Yes,7278,61925.7,1257.84
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,180,12600.0,70.0,0.7,Yes,43,2760.11,24.7
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,35616,240408.0,6.75,0.11,Yes,3479,10048.1,471.2
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,6552,42588.0,6.5,0.22,Yes,524,4453.71,83.47
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,15960,23142.0,1.45,0.02,Yes,1815,9931.49,45.36
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,1,350.0,350.0,3.5,Yes,3,597.43,0.69
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Visitect,25,44,1375.0,31.25,1.25,Yes,15,633.73,90.535
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,5080,55880.0,11.0,0.18,Yes,1172,5595.44,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Viracept,270,200,32688.0,163.44,0.61,Yes,54,13981.96,90.535
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,First Response,30,2000,42000.0,21.0,0.7,Yes,600,5714.31,90.535
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,500,20000.0,40.0,2.0,Yes,173,17928.53,90.535
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2500,200000.0,80.0,0.8,Yes,857354,5157.65,90.535
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,400,8000.0,20.0,0.8,Yes,134,963.73,90.535
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,125,17375.0,139.0,1.39,Yes,78,4702.79,90.535
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1500,120000.0,80.0,0.8,Yes,512,3906.29,192.0
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1000,82190.0,82.19,0.68,Yes,226,2923.46,131.5
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,10000,200000.0,20.0,0.8,Yes,3338,28466.06,320.0
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,10000,200000.0,20.0,0.8,Yes,3112,22856.02,392.0
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,250,6750.0,27.0,1.35,Yes,68,1711.86,10.8
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,38784,271488.0,7.0,0.12,Yes,4124,10500.0,434.38
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,2000,164400.0,82.2,0.68,Yes,513,5866.31,263.04
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,180,1850.4,10.28,0.17,Yes,31,910.86,2.96
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4300,309557.0,71.99,0.72,Yes,979,8690.26,495.29
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Genie,40,476,36176.0,76.0,1.9,Yes,522,6924.83,57.88
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,3150,100800.0,32.0,1.6,Yes,1080,15987.05,161.28
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1116,78120.0,70.0,0.7,Yes,256,4014.57,124.99
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,1062,33984.0,32.0,1.6,Yes,362,4717.51,54.37
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,10420,77108.0,7.4,0.12,Yes,1000,7526.06,123.37
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,9600,71040.0,7.4,0.12,Yes,920,7265.05,113.66
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1520,124944.0,82.2,0.68,Yes,385,4393.32,199.91
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,800,65760.0,82.2,0.68,Yes,208,3449.4,105.22
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,15360,113664.0,7.4,0.12,Yes,1360,5412.14,181.86
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,2180,6997.8,3.21,0.05,Yes,242,5881.57,11.2
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,2016,18648.0,9.25,0.15,Yes,185,5551.97,29.84
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,400,2800.0,7.0,0.12,Yes,81,2035.66,4.48
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2059,144130.0,70.0,0.7,Yes,470,3684.28,230.61
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,5900,188800.0,32.0,1.6,Yes,1989,19569.48,370.05
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,1062,33984.0,32.0,1.6,Yes,1062,3976.33,54.37
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,5,160.0,32.0,1.6,Yes,3,1225.17,0.26
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,8,560.0,70.0,0.7,Yes,5406,559.95,0.9
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1848,5359.2,2.9,0.05,Yes,327,3171.36,8.57
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,7002,161046.0,23.0,23.0,Yes,4922,46117.09,315.65
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,7002,161046.0,23.0,23.0,Yes,5057,44360.44,315.65
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,7002,161046.0,23.0,23.0,Yes,5057,44347.71,257.67
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Generic,100,7690,76.9,0.01,0.0,Yes,2278,23743.01,0.15
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,18560,168896.0,9.1,0.15,Yes,1698,16414.22,331.04
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,650,20800.0,32.0,1.6,Yes,220,7078.9,33.28
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,1678,53696.0,32.0,1.6,Yes,554,4810.99,105.24
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,100,10000,80000.0,8.0,0.08,Yes,400,4856.14,156.8
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Atripla,30,24963,1258135.2,50.4,1.68,Yes,2462,3451.41,2465.94
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,351,25272.0,72.0,0.72,Yes,60,1097.78,49.53
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,300,6000.0,20.0,0.8,Yes,94,1205.43,11.76
Senegal,PMO - US,Direct Drop,Air,HRDT,HIV test,ImmunoComb,36,80,6800.0,85.0,2.36,Yes,33,812.0,13.33
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,10680,438948.0,41.1,0.34,Yes,2724,12620.12,860.34
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,20,7000.0,350.0,3.5,Yes,48,1119.99,13.72
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,28034,195677.32,6.98,0.23,Yes,2268,19023.36,383.53
Nigeria,PMO - US,Direct Drop,Air,ACT,ACT,Coartem,540,2000,70420.0,35.21,0.07,Yes,1250,17170.07,138.02
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Genie,40,476,52360.0,110.0,2.75,Yes,534,9471.52,102.63
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Genie,40,18,1980.0,110.0,2.75,Yes,20,2199.43,3.88
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,6760,216320.0,32.0,1.6,Yes,2261,17643.81,423.99
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Invirase,270,820,73074.13,89.11,0.33,Yes,424,3310.89,143.23
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Clearview,25,4,300.0,75.0,3.0,Yes,4,133.25,0.59
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,30,31,734.7,23.7,0.79,Yes,11,515.32,90.535
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Reveal,30,19,551.0,29.0,0.97,Yes,13,859.53,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Kaletra,180,198,35802.36,180.82,1.0,Yes,389,7286.16,90.535
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,16683,65897.85,3.95,0.07,Yes,1498,20257.08,90.535
Guyana,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,602,1414.7,2.35,0.04,Yes,37,569.52,90.535
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,6349,21269.15,3.35,0.06,Yes,369,2623.49,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,98400,329640.0,3.35,0.06,Yes,4300,27923.26,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1700,17850.0,10.5,0.18,Yes,356,14982.1,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1320,238682.4,180.82,1.51,Yes,304,13453.12,90.535
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,230,18400.0,80.0,0.8,Yes,38681,801.54,90.535
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,40,1600.0,40.0,2.0,Yes,14,713.58,90.535
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,700,97300.0,139.0,1.39,Yes,488,3114.08,90.535
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,1000,32000.0,32.0,1.6,Yes,337,5240.47,90.535
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,1500,48000.0,32.0,1.6,Yes,515,8576.8,76.8
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,300,21597.0,71.99,0.72,Yes,69,1398.6,34.56
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Generic,100,300,3.0,0.01,0.0,Yes,24,240.0,0.0
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,30,2000,47000.0,23.5,0.78,Yes,750,7961.7,75.2
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,First Response,30,1400,23100.0,16.5,0.55,Yes,405,3616.95,36.96
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1000,82200.0,82.2,0.68,Yes,249,3120.92,131.52
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1500,107985.0,71.99,0.72,Yes,340,9479.89,172.78
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,2,278.0,139.0,1.39,Yes,1,897.52,0.44
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,450,14400.0,32.0,1.6,Yes,155,1625.08,23.04
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,7301,197127.0,27.0,1.35,Yes,2093,16036.94,315.4
Benin,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1436,103377.64,71.99,0.72,Yes,327,6687.51,165.4
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,659,13180.0,20.0,0.8,Yes,206,2358.13,25.83
Lesotho,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,7,2450.0,350.0,3.5,Yes,17,587.63,3.92
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,200,14398.0,71.99,0.72,Yes,46,1028.18,23.04
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Generic,100,850,8.5,0.01,0.0,Yes,56,360.0,0.01
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,1275,34425.0,27.0,1.35,Yes,483,4193.88,55.08
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,85,2720.0,32.0,1.6,Yes,85,1253.98,4.35
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Genie,40,331,25156.0,76.0,1.9,Yes,366,7915.98,40.25
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,500,12500.0,25.0,0.42,Yes,124,5217.59,20.0
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,2016,27538.56,13.66,0.46,Yes,122,2864.44,44.06
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,250,17997.5,71.99,0.72,Yes,57,1796.68,28.8
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,3024,27972.0,9.25,0.15,Yes,703,10356.86,44.76
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1040,85488.0,82.2,0.68,Yes,251,2519.89,136.78
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,9576,24897.6,2.6,0.04,Yes,889,7884.8,39.84
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,121,16819.0,139.0,1.39,Yes,100,1372.85,26.91
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,84,11676.0,139.0,1.39,Yes,54,871.71,18.68
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4327,302890.0,70.0,0.7,Yes,986,26574.61,484.62
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1396,100498.04,71.99,0.72,Yes,414,5781.14,196.98
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,15960,38304.0,2.4,0.04,Yes,755,6609.02,61.29
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,5040,62294.4,12.36,0.41,Yes,301,4883.46,99.67
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Ziagen,240,132,1990.56,15.08,0.06,Yes,65,633.0,3.18
Nigeria,PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,1000,7,184.45,26.35,0.03,Yes,488,4404.9,0.3
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,8485,229095.0,27.0,1.35,Yes,2441,22229.32,449.03
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,6,493.2,82.2,0.68,Yes,9,2709.98,0.97
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,880,20680.0,23.5,0.39,Yes,331,2771.84,40.53
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,280,1960.0,7.0,0.12,Yes,60,1516.05,3.84
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,6998,160954.0,23.0,23.0,Yes,5057,44347.71,257.53
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1174,82180.0,70.0,0.7,Yes,275,4015.0,131.49
Haiti,PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,1000,30,197.1,6.57,0.01,Yes,3221,21015.77,0.39
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1174,82180.0,70.0,0.7,Yes,268,5243.53,161.07
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,6966,16718.4,2.4,0.04,Yes,1068,3894.21,32.77
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,4916,157312.0,32.0,1.6,Yes,1651,23300.18,308.33
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,2500,80000.0,32.0,1.6,Yes,844,8101.57,156.8
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,8964,242028.0,27.0,1.35,Yes,3231,15619.2,474.37
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,3510,80730.0,23.0,23.0,Yes,2535,20083.74,158.23
Côte d'Ivoire,PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,1000,12,629.88,52.49,0.05,Yes,12,536.78,1.23
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,700,22400.0,32.0,1.6,Yes,236,6862.01,43.9
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1132,81504.0,72.0,0.72,Yes,337,4323.93,159.75
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,First Response,30,3912,88020.0,22.5,0.75,Yes,1320,15022.74,172.52
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,10,411.0,41.1,0.34,Yes,9,807.28,0.81
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,260,3315.0,12.75,0.21,Yes,56,2246.81,6.5
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,50,2055.0,41.1,0.14,Yes,99,1939.99,4.03
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,800,56000.0,70.0,0.7,Yes,182,3272.6,109.76
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,7000,224000.0,32.0,1.6,Yes,2379,21686.21,439.04
Nigeria,PMO - US,Direct Drop,Air,ACT,ACT,Coartem,540,2000,70420.0,35.21,0.07,Yes,10,14515.44,138.02
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1200,84000.0,70.0,0.7,Yes,274,3321.08,164.64
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Clearview,25,7,525.0,75.0,3.0,Yes,5,87.73,1.03
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,500,40000.0,80.0,0.8,Yes,171,1187.19,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,2080,8299.2,3.99,0.07,Yes,87,10657.19,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,19000,323000.0,17.0,0.57,Yes,1520,19044.32,90.535
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,600,48000.0,80.0,0.8,Yes,205503,4110.88,90.535
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,6349,21586.6,3.4,0.06,Yes,355,3181.2,90.535
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Truvada,30,14851,389838.75,26.25,0.88,Yes,1244,6546.69,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Viread,30,1900,32300.0,17.0,0.57,Yes,116,14571.5,90.535
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,60,10500.0,175.0,1.75,Yes,39,859.37,90.535
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,100,894.0,8.94,0.15,Yes,6,2794.34,1.43
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1000,82190.0,82.19,0.68,Yes,226,5294.51,131.5
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,50,1350.0,27.0,1.35,Yes,13,581.1,2.16
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,182,1729.0,9.5,0.16,Yes,40,86.4,2.77
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1200,9300.0,7.75,0.13,Yes,249,3719.91,14.88
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,442,31819.58,71.99,0.72,Yes,100,1928.93,50.91
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,10000,270000.0,27.0,1.35,Yes,3265,6197.0,432.0
Guyana,PMO - US,Direct Drop,Air,MRDT,Malaria,Paramax,25,390,14625.0,37.5,1.5,Yes,145,186.25,23.4
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,34576,242032.0,7.0,0.12,Yes,3656,10500.0,387.25
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,16640,116480.0,7.0,0.12,Yes,1766,10500.0,186.37
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,25,8750.0,350.0,3.5,Yes,60,1521.11,14.0
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Capillus,100,8,1112.0,139.0,1.39,Yes,6,3238.79,1.78
Ethiopia,PMO - US,Direct Drop,Air,ARV,Adult,Viread,30,14820,251940.0,17.0,0.57,Yes,1233,5137.76,403.1
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,9380,253260.0,27.0,1.35,Yes,3058,18750.2,405.22
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,8153,220131.0,27.0,1.35,Yes,2707,13535.55,352.21
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4200,302358.0,71.99,0.72,Yes,965,7781.88,483.77
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,285,22797.15,79.99,0.8,Yes,64,1629.0,36.48
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Clearview,25,271,20325.0,75.0,3.0,Yes,260,1496.76,32.52
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,400,2800.0,7.0,0.12,Yes,82,2211.05,4.48
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,100,630,3458.7,5.49,0.05,Yes,48,2729.91,5.53
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,500,16000.0,32.0,1.6,Yes,500,2442.32,25.6
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,500,16000.0,32.0,1.6,Yes,500,2442.32,25.6
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,9275,13448.75,1.45,0.02,Yes,432,7444.35,21.52
Nigeria,PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,1000,20,527.0,26.35,0.03,Yes,1920,20134.43,0.84
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,3400,108800.0,32.0,1.6,Yes,1131,22370.64,174.08
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,First Response,30,6180,101970.0,16.5,0.55,Yes,2130,17331.66,163.15
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,7864,157280.0,20.0,0.8,Yes,2450,18087.86,308.27
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,45168,414642.24,9.18,0.15,Yes,3953,23071.26,663.43
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Generic,100,213,2.13,0.01,0.0,Yes,14,180.0,0.0
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,4200,134400.0,32.0,1.6,Yes,1413,18180.65,215.04
Côte d'Ivoire,PMO - US,Direct Drop,Air,ACT,ACT,Generic,24,25000,17500.0,0.7,0.03,Yes,634,8530.29,34.3
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Genie,40,603,45828.0,76.0,1.9,Yes,679,9698.22,89.82
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Clearview,25,7,525.0,75.0,3.0,Yes,3,85.27,1.03
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,3510,80730.0,23.0,23.0,Yes,2535,20083.74,158.23
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,3510,80730.0,23.0,23.0,Yes,2535,23035.69,158.23
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,3510,80730.0,23.0,23.0,Yes,2535,23035.69,158.23
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,12560,516216.0,41.1,0.34,Yes,3073,12815.42,1011.78
